id,RowRef,RowNo,createdAt,updatedAt,BlockId
3352,AI_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,235
3354,EE_21,21,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,168
3355,BC_24,24,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,183
3356,AJ_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,224
3357,WG_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
3359,IE_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,188
3360,BJ_20,20,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,238
3361,BD_20,20,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,181
3362,FC_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,184
3364,BF_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,242
3365,BD_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,181
3367,BE_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,246
3368,WG_40,40,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
3369,DE_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,171
3371,FB_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,243
3372,BK_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,223
3374,GD_20,20,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,229
3375,GD_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,229
3376,BK_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,223
3377,BI_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,233
3378,DE_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,171
3379,EE_20,20,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,168
3382,AG_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,180
3383,EB_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,167
3384,GB_20,20,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,191
3385,GD_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,229
3386,AD_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,197
3387,GU_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,221
3388,BJ_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,238
3390,IG_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,176
3391,AD_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,197
3393,GU_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,221
3396,BK_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,223
3397,GD_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,229
3398,DD_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,204
3399,FD_20,20,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,164
3400,FB_17,17,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,243
3401,II_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,199
3402,WG_26,26,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
3403,BI_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,233
3404,AB_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,231
3405,BD_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,181
3406,BF_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,242
3407,ED_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,205
3408,GE_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,212
3410,EC_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,227
3411,FE_23,23,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,247
3413,BJ_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,238
3414,AK_17,17,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,170
3415,BD_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,181
3419,AB_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,231
3420,BH_20,20,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,219
3422,BB_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,245
3423,DE_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,171
3424,BJ_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,238
3425,BF_17,17,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,242
3426,BF_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,242
3427,IG_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,176
3429,AD_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,197
3430,BB_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,245
3431,BG_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,208
3432,WG_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
3433,DA_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,213
3436,GC_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,162
3437,FD_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,164
3438,IG_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,176
3439,FC_23,23,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,184
3440,BH_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,219
3441,GC_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,162
3443,BD_31,31,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,181
3444,AK_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,170
3446,BD_28,28,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,181
3447,AB_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,231
3448,GD_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,229
3451,AG_29,29,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,180
3452,AB_28,28,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,231
3453,GB_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,191
3454,WG_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
3455,IA_28,28,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,230
3456,AC_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,194
3457,FC_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,184
3458,DD_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,204
3459,BD_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,181
3460,AE_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,232
3462,BK_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,223
3463,HH_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,196
3464,FD_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,164
3465,BL_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,177
3466,FB_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,243
3467,GC_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,162
3468,GD_17,17,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,229
3469,BF_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,242
3470,EF_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,173
3471,BA_25,25,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,192
3474,FE_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,247
3475,FD_17,17,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,164
3476,BB_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,245
3478,AJ_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,224
3479,GA_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,169
3480,FB_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,243
3482,BK_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,223
3483,AD_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,197
3484,IB_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,186
3486,IB_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,186
3487,AD_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,197
3488,AA_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,190
3489,BI_23,23,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,233
3490,GU_30,30,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,221
3491,II_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,199
3492,AH_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,165
3497,AB_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,231
3498,DB_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,166
3499,GC_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,162
3500,BJ_17,17,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,238
3501,BD_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,181
3502,DE_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,171
3503,GD_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,229
3504,BG_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,208
3505,AI_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,235
3506,AH_21,21,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,165
3507,IH_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,174
3508,FE_28,28,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,247
3510,EF_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,173
3511,BA_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,192
3512,ED_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,205
3513,BK_21,21,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,223
3514,AG_30,30,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,180
3516,DC_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,206
3517,GC_20,20,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,162
3518,BD_25,25,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,181
3519,AE_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,232
3520,AD_17,17,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,197
3521,GA_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,169
3522,EI_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,193
3523,BJ_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,238
3524,EE_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,168
3525,BJ_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,238
3526,FA_21,21,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,198
3527,EB_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,167
3530,DA_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,213
3531,AE_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,232
3533,GB_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,191
3534,ED_23,23,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,205
3536,AA_26,26,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,190
3537,IJ_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,182
3539,GE_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,212
3540,AK_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,170
3542,IC_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,239
3543,DA_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,213
3545,FB_21,21,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,243
3546,IH_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,174
3548,WG_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
3550,GC_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,162
3551,IH_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,174
3552,WG_41,41,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
3553,AC_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,194
3554,BJ_21,21,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,238
3555,EA_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,215
3556,BD_21,21,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,181
3557,BH_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,219
3559,FD_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,164
3560,FC_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,184
3561,IE_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,188
3563,BC_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,183
3566,GU_21,21,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,221
3567,AB_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,231
3568,BC_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,183
3569,AG_20,20,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,180
3570,IC_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,239
3572,BN_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,203
3573,FB_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,243
3574,ED_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,205
3575,GU_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,221
3576,FE_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,247
3577,GE_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,212
3578,GA_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,169
3579,BB_25,25,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,245
3580,AF_26,26,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,236
3581,BE_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,246
3583,EB_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,167
3586,IF_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,189
3587,BI_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,233
3589,AJ_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,224
3590,IA_24,24,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,230
3591,BE_33,33,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,246
3592,AG_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,180
3593,AF_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,236
3594,BB_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,245
3595,BH_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,219
3596,EC_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,227
3597,EE_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,168
3598,BJ_29,29,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,238
3601,BE_31,31,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,246
3603,BI_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,233
3604,IA_23,23,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,230
3605,BB_20,20,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,245
3606,IA_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,230
3607,BL_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,177
3608,DD_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,204
3609,GB_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,191
3611,DD_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,204
3612,FA_23,23,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,198
3613,DD_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,204
3614,BF_23,23,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,242
3615,BB_24,24,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,245
3616,AI_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,235
3618,WG_34,34,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
3619,BD_30,30,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,181
3621,IH_17,17,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,174
3622,GA_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,169
3623,FA_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,198
3624,BJ_28,28,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,238
3625,FD_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,164
3627,AF_24,24,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,236
3628,FA_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,198
3629,EE_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,168
3630,IH_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,174
3631,GU_28,28,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,221
3632,FC_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,184
3633,FA_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,198
3634,EB_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,167
3635,FH_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,201
3636,AL_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,211
3638,EE_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,168
3639,BE_21,21,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,246
3640,IH_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,174
3641,AA_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,190
3642,FB_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,243
3643,AG_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,180
3644,AF_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,236
3645,DD_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,204
3646,BC_17,17,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,183
3647,WG_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
3648,FD_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,164
3649,GU_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,221
3650,AC_28,28,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,194
3651,DC_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,206
3652,GE_25,25,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,212
3654,IH_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,174
3655,DE_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,171
3656,DB_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,166
3657,EB_17,17,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,167
3658,BH_21,21,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,219
3659,BC_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,183
3660,CC_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,207
3661,AC_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,194
3662,EF_23,23,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,173
3663,FE_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,247
3664,AF_25,25,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,236
3665,BJ_24,24,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,238
3667,BA_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,192
3668,FA_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,198
3669,FE_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,247
3670,FC_22,22,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,184
3671,AG_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,180
3672,AE_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,232
3673,AB_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,231
3674,ED_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,205
3675,FE_24,24,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,247
3676,BK_17,17,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,223
3677,BH_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,219
3678,AC_22,22,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,194
3679,AA_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,190
3680,BI_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,233
3681,BF_27,27,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,242
3682,GU_33,33,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,221
3683,IG_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,176
3684,WG_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
3685,BC_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,183
3686,BB_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,245
3687,EB_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,167
3688,DB_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,166
3689,AG_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,180
3690,GU_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,221
3691,AH_28,28,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,165
3692,AG_21,21,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,180
3693,ED_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,205
3695,DA_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,213
3696,EC_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,227
3697,FD_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,164
3698,DE_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,171
3700,AH_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,165
3701,GB_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,191
3702,WG_28,28,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
3703,AC_30,30,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,194
3705,GA_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,169
3706,AA_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,190
3707,BK_24,24,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,223
3708,BE_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,246
3709,AH_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,165
3710,ED_21,21,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,205
3711,BJ_25,25,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,238
3712,AA_27,27,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,190
3713,BB_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,245
3714,FC_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,184
3715,FC_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,184
3716,BG_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,208
3717,BE_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,246
3718,BK_20,20,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,223
3721,GE_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,212
3723,GA_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,169
3724,BA_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,192
3725,EF_25,25,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,173
