id,RowRef,RowNo,createdAt,updatedAt,BlockId
4109,BE_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,246
4110,BG_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,208
4112,BE_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,246
4114,EC_23,23,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,227
4116,FE_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,247
4117,GU_26,26,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,221
4118,AA_24,24,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,190
4119,GD_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,229
4120,AK_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,170
4121,DB_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,166
4122,FB_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,243
4123,EC_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,227
4125,AI_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,235
4126,ED_22,22,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,205
4129,IC_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,239
4131,GD_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,229
4132,AK_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,170
4133,EF_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,173
4134,IG_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,176
4135,FE_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,247
4137,AC_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,194
4138,BI_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,233
4139,BL_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,177
4140,BH_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,219
4141,BG_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,208
4142,AH_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,165
4143,EE_22,22,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,168
4146,AG_32,32,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,180
4147,FE_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,247
4148,ID_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,214
4149,AE_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,232
4150,AE_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,232
4151,WG_39,39,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
4153,BJ_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,238
4154,BA_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,192
4155,BJ_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,238
4156,GE_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,212
4158,BI_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,233
4159,BC_25,25,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,183
4160,BH_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,219
4161,BJ_22,22,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,238
4162,BF_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,242
4163,FC_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,184
4164,IA_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,230
4165,BE_25,25,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,246
4167,FA_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,198
4168,BE_27,27,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,246
4169,AC_27,27,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,194
4170,AC_29,29,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,194
4171,GC_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,162
4172,BE_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,246
4173,EF_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,173
4174,GU_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,221
4175,BH_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,219
4176,FE_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,247
4177,AE_20,20,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,232
4178,AC_26,26,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,194
4179,BG_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,208
4180,DD_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,204
4181,BE_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,246
4182,BJ_27,27,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,238
4183,WG_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
4184,WG_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
4185,WG_42,42,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
4186,IB_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,186
4189,IA_26,26,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,230
4190,BH_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,219
4191,AG_22,22,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,180
4192,IG_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,176
4194,BD_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,181
4195,BD_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,181
4196,EC_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,227
4197,AK_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,170
4198,AA_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,190
4199,BB_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,245
4200,FD_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,164
4201,IC_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,239
4202,BB_21,21,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,245
4203,DD_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,204
4205,AK_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,170
4206,IF_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,189
4207,AH_24,24,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,165
4208,DD_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,204
4209,FE_26,26,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,247
4210,AB_23,23,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,231
4211,AA_28,28,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,190
4212,AF_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,236
4213,GC_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,162
4214,HI_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,209
4215,IJ_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,182
4216,BH_17,17,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,219
4217,AE_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,232
4218,AB_20,20,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,231
4219,FA_20,20,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,198
4220,EE_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,168
4222,GC_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,162
4226,IB_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,186
4227,AC_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,194
4228,IJ_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,182
4229,AC_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,194
4230,BA_23,23,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,192
4231,BC_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,183
4232,AH_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,165
4233,EC_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,227
4234,EE_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,168
4235,ED_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,205
4236,AG_33,33,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,180
4237,BC_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,183
4238,WG_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
4239,AK_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,170
4241,GE_23,23,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,212
4243,EF_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,173
4244,GD_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,229
4246,EB_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,167
4247,IC_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,239
4248,FA_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,198
4249,AF_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,236
4250,HA_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,172
4252,AB_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,231
4254,GB_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,191
4255,GU_32,32,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,221
4256,BJ_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,238
4257,AD_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,197
4258,GD_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,229
4259,EF_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,173
4260,FC_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,184
4261,BJ_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,238
4262,AB_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,231
4263,EE_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,168
4264,EB_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,167
4265,BE_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,246
4267,AF_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,236
4268,DB_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,166
4269,BF_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,242
4270,FB_22,22,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,243
4271,AF_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,236
4272,ED_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,205
4273,EE_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,168
4274,BH_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,219
4275,BA_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,192
4276,EE_23,23,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,168
4277,BF_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,242
4278,DA_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,213
4279,BB_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,245
4280,BC_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,183
4281,DB_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,166
4282,HI_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,209
4283,AC_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,194
4285,BE_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,246
4286,FB_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,243
4287,EC_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,227
4289,EB_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,167
4290,BC_20,20,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,183
4292,BG_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,208
4293,BA_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,192
4294,BJ_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,238
4296,HH_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,196
4297,BC_26,26,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,183
4298,EF_17,17,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,173
4299,BD_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,181
4302,EC_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,227
4303,AB_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,231
4304,AI_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,235
4305,HI_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,209
4307,IA_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,230
4308,FD_22,22,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,164
4309,AF_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,236
4310,WG_23,23,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
4311,AG_23,23,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,180
4312,BA_22,22,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,192
4314,FE_20,20,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,247
4315,IF_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,189
4316,DC_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,206
4318,AJ_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,224
4319,AG_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,180
4320,HH_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,196
4321,BH_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,219
4323,CC_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,207
4324,BD_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,181
4328,AE_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,232
4329,FB_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,243
4330,AH_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,165
4331,FB_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,243
4332,AD_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,197
4333,EE_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,168
4334,GB_17,17,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,191
4335,BK_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,223
4336,AI_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,235
4337,BH_23,23,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,219
4338,GE_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,212
4339,BC_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,183
4340,WG_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
4342,AC_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,194
4343,DE_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,171
4344,AG_24,24,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,180
4345,FE_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,247
4348,EF_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,173
4351,AF_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,236
4352,GU_23,23,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,221
4354,BD_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,181
4355,EA_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,215
4356,BF_24,24,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,242
4357,GU_37,37,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,221
4358,BD_27,27,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,181
4359,IH_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,174
4360,AD_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,197
4361,EC_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,227
4362,BD_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,181
4363,FB_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,243
4365,AJ_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,224
4366,IB_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,186
4367,BD_32,32,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,181
4368,EF_28,28,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,173
4369,IF_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,189
4371,AC_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,194
4373,AC_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,194
4374,FE_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,247
4376,AG_17,17,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,180
4377,GD_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,229
4378,FC_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,184
4379,AG_26,26,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,180
4382,BD_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,181
4383,BE_32,32,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,246
4384,AB_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,231
4385,AA_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,190
4386,FC_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,184
4387,BI_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,233
4388,BE_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,246
4389,BF_21,21,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,242
4390,ID_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,214
4391,AM_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,175
4393,IH_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,174
4394,BI_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,233
4396,BI_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,233
4397,BI_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,233
4398,DC_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,206
4400,AB_34,34,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,231
4401,AC_20,20,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,194
4402,ED_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,205
4403,WG_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
4404,BJ_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,238
4405,BH_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,219
4406,EB_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,167
4408,AJ_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,224
4409,EB_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,167
4412,FD_23,23,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,164
4415,GA_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,169
4416,HH_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,196
4417,HG_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,187
4420,WG_29,29,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
4421,DA_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,213
4422,GB_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,191
4424,IC_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,239
4425,EE_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,168
4426,IA_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,230
4427,EA_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,215
4428,DC_17,17,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,206
4429,DE_24,24,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,171
4430,GE_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,212
4431,BI_26,26,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,233
4432,AC_25,25,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,194
4433,GB_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,191
4434,BB_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,245
4435,FE_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,247
4436,AE_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,232
4437,IA_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,230
4438,DC_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,206
4440,AC_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,194
4441,GU_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,221
4442,FC_21,21,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,184
4443,BF_25,25,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,242
4444,BJ_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,238
4445,DB_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,166
4446,HI_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,209
4447,EC_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,227
4448,FE_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,247
4449,AG_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,180
4450,GU_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,221
4451,FA_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,198
4452,FB_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,243
4454,EC_21,21,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,227
4456,GE_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,212
4457,BE_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,246
4459,ED_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,205
4460,IH_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,174
4461,AE_17,17,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,232
4462,FC_17,17,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,184
4463,GA_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,169
4464,IF_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,189
4465,AF_20,20,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,236
4467,AG_28,28,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,180
4468,AA_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,190
4471,FA_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,198
4472,BF_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,242
4473,ID_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,214
4475,FC_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,184
4476,BE_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,246
4477,BA_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,192
4478,DF_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,178
4479,DF_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,178
4480,DF_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,178
4481,DF_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,178
4482,DF_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,178
